movie_id,title,poster,synopsis,cast,genre,release_year,rating,language,runtime,region,clean_text
14,Nixon,https://image.tmdb.org/t/p/w500/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,"Oliver Stone's drama examines Richard Nixon's rise, presidency, and downfall.",,Drama,1995,8.5,English,96,Hollywood,"nixon oliver stone s drama examines richard nixon s rise, presidency, and downfall.  drama english hollywood"
15,Cutthroat Island,https://image.tmdb.org/t/p/w500/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,A pirate captain hunts for treasure while outrunning enemies across the Caribbean.,,Action|Adventure|Romance,1995,6.6,English,97,Hollywood,cutthroat island a pirate captain hunts for treasure while outrunning enemies across the caribbean.  action adventure romance english hollywood
16,Casino,https://image.tmdb.org/t/p/w500/4TS5O1IP42bY2BvgMxL156EENy.jpg,"A Las Vegas casino operator is pulled into corruption, violence, and betrayal.",,Crime|Drama,1995,8.7,English,98,Hollywood,"casino a las vegas casino operator is pulled into corruption, violence, and betrayal.  crime drama english hollywood"
17,Sense and Sensibility,https://image.tmdb.org/t/p/w500/kSCvfuI6Hfu2Uro7T6D0IW3vmkY.jpg,"Two sisters face love, loss, and social pressure after their family fortune disappears.",,Drama|Romance,1995,8.8,English,99,Hollywood,"sense and sensibility two sisters face love, loss, and social pressure after their family fortune disappears.  drama romance english hollywood"
18,Four Rooms,https://image.tmdb.org/t/p/w500/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,A hotel bellhop survives four strange encounters during one chaotic New Year's Eve.,,Comedy,1995,7.0,English,100,Hollywood,four rooms a hotel bellhop survives four strange encounters during one chaotic new year s eve.  comedy english hollywood
19,Ace Ventura: When Nature Calls,https://image.tmdb.org/t/p/w500/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,Ace Ventura travels to Africa to find a sacred missing animal and prevent conflict.,,Comedy,1995,6.1,English,101,Hollywood,ace ventura when nature calls ace ventura travels to africa to find a sacred missing animal and prevent conflict.  comedy english hollywood
20,Money Train,https://image.tmdb.org/t/p/w500/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,Two foster-brother transit cops plan a risky robbery of a New York subway money train.,,Action|Comedy|Crime|Drama|Thriller,1995,5.2,English,102,Hollywood,money train two foster-brother transit cops plan a risky robbery of a new york subway money train.  action comedy crime drama thriller english hollywood
21,Get Shorty,https://image.tmdb.org/t/p/w500/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,A loan shark enters Hollywood and discovers movie production can be as ruthless as crime.,,Comedy|Crime|Thriller,1995,7.3,English,103,Hollywood,get shorty a loan shark enters hollywood and discovers movie production can be as ruthless as crime.  comedy crime thriller english hollywood
22,Copycat,https://image.tmdb.org/t/p/w500/oMgwJb016znNZcpDR20eXxZoW8A.jpg,A criminal psychologist and detective hunt a serial killer copying infamous murderers.,,Crime|Drama|Horror|Mystery|Thriller,1995,6.4,English,104,Hollywood,copycat a criminal psychologist and detective hunt a serial killer copying infamous murderers.  crime drama horror mystery thriller english hollywood
23,Assassins,https://image.tmdb.org/t/p/w500/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,Two rival hitmen collide while chasing the same high-value target.,,Action|Crime|Thriller,1995,6.5,English,105,Hollywood,assassins two rival hitmen collide while chasing the same high-value target.  action crime thriller english hollywood
24,Powder,https://image.tmdb.org/t/p/w500/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,A sheltered young man with unusual powers struggles to find acceptance.,,Drama|Sci-Fi,1995,6.6,English,106,Hollywood,powder a sheltered young man with unusual powers struggles to find acceptance.  drama sci-fi english hollywood
25,Leaving Las Vegas,https://image.tmdb.org/t/p/w500/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,A self-destructive writer and a lonely sex worker form a fragile bond in Las Vegas.,,Drama|Romance,1995,7.7,English,107,Hollywood,leaving las vegas a self-destructive writer and a lonely sex worker form a fragile bond in las vegas.  drama romance english hollywood
26,Othello,https://image.tmdb.org/t/p/w500/kyevuYzW36wKadiE8lftLac5VwQ.jpg,"Shakespeare's tragedy follows jealousy, manipulation, and betrayal around a respected general.",,Drama,1995,7.8,English,108,Hollywood,"othello shakespeare s tragedy follows jealousy, manipulation, and betrayal around a respected general.  drama english hollywood"
27,Now and Then,https://image.tmdb.org/t/p/w500/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,"Now and Then is a family, drama film from 1995.",,Children|Drama,1995,7.0,English,109,Hollywood,"now and then now and then is a family, drama film from 1995.  children drama english hollywood"
28,Persuasion,https://image.tmdb.org/t/p/w500/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,"Persuasion is a drama, romance film from 1995.",,Drama|Romance,1995,8.1,English,110,Hollywood,"persuasion persuasion is a drama, romance film from 1995.  drama romance english hollywood"
29,"City of Lost Children, The (Cité des enfants perdus, La)",https://image.tmdb.org/t/p/w500/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,"City of Lost Children, The (Cité des enfants perdus, La) is an adventure, drama, fantasy film from 1995.",,Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,8.2,Other,111,Asian,"city of lost children, the cit des enfants perdus, la city of lost children, the cit des enfants perdus, la is an adventure, drama, fantasy film from 1995.  adventure drama fantasy mystery sci-fi other asian"
30,Shanghai Triad (Yao a yao yao dao waipo qiao),https://image.tmdb.org/t/p/w500/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,"Shanghai Triad (Yao a yao yao dao waipo qiao) is a crime, drama film from 1995.",,Crime|Drama,1995,6.3,English,112,Hollywood,"shanghai triad yao a yao yao dao waipo qiao shanghai triad yao a yao yao dao waipo qiao is a crime, drama film from 1995.  crime drama english hollywood"
31,Dangerous Minds,https://image.tmdb.org/t/p/w500/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,Dangerous Minds is a drama film from 1995.,,Drama,1995,6.4,English,113,Hollywood,dangerous minds dangerous minds is a drama film from 1995.  drama english hollywood
32,Twelve Monkeys (a.k.a. 12 Monkeys),https://image.tmdb.org/t/p/w500/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,"Twelve Monkeys (a.k.a. 12 Monkeys) is a mystery, sci-fi, thriller film from 1995.",,Mystery|Sci-Fi|Thriller,1995,8.5,English,114,Hollywood,"twelve monkeys a.k.a. 12 monkeys twelve monkeys a.k.a. 12 monkeys is a mystery, sci-fi, thriller film from 1995.  mystery sci-fi thriller english hollywood"
34,Babe,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,"Babe is a family, drama film from 1995.",,Children|Drama,1995,7.7,English,116,Hollywood,"babe babe is a family, drama film from 1995.  children drama english hollywood"
36,Dead Man Walking,https://image.tmdb.org/t/p/w500/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,"Dead Man Walking is a crime, drama film from 1995.",,Crime|Drama,1995,8.0,English,118,Hollywood,"dead man walking dead man walking is a crime, drama film from 1995.  crime drama english hollywood"
38,It Takes Two,https://image.tmdb.org/t/p/w500/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,"It Takes Two is a family, comedy film from 1995.",,Children|Comedy,1995,4.2,English,120,Hollywood,"it takes two it takes two is a family, comedy film from 1995.  children comedy english hollywood"
39,Clueless,https://image.tmdb.org/t/p/w500/u0z5cq6IZWJvYDhhhJl6Y9z2Q1R.jpg,"Clueless is a comedy, romance film from 1995.",,Comedy|Romance,1995,7.3,English,121,Hollywood,"clueless clueless is a comedy, romance film from 1995.  comedy romance english hollywood"
40,"Cry, the Beloved Country",https://image.tmdb.org/t/p/w500/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,"Cry, the Beloved Country is a drama film from 1995.",,Drama,1995,8.4,English,122,Hollywood,"cry, the beloved country cry, the beloved country is a drama film from 1995.  drama english hollywood"
41,Richard III,https://image.tmdb.org/t/p/w500/cBg1AMH1ucPsDlNMfcHlrreQXQX.jpg,"Richard III is a drama, war film from 1995.",,Drama|War,1995,7.5,English,123,Hollywood,"richard iii richard iii is a drama, war film from 1995.  drama war english hollywood"
42,Dead Presidents,https://image.tmdb.org/t/p/w500/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,"Dead Presidents is an action, crime, drama film from 1995.",,Action|Crime|Drama,1995,6.6,English,124,Hollywood,"dead presidents dead presidents is an action, crime, drama film from 1995.  action crime drama english hollywood"
43,Restoration,https://image.tmdb.org/t/p/w500/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,Restoration is a drama film from 1995.,,Drama,1995,6.7,English,125,Hollywood,restoration restoration is a drama film from 1995.  drama english hollywood
44,Mortal Kombat,https://image.tmdb.org/t/p/w500/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,"Mortal Kombat is an action, adventure, fantasy film from 1995.",,Action|Adventure|Fantasy,1995,5.8,English,126,Hollywood,"mortal kombat mortal kombat is an action, adventure, fantasy film from 1995.  action adventure fantasy english hollywood"
45,To Die For,https://image.tmdb.org/t/p/w500/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,"To Die For is a comedy, drama, thriller film from 1995.",,Comedy|Drama|Thriller,1995,7.0,English,127,Hollywood,"to die for to die for is a comedy, drama, thriller film from 1995.  comedy drama thriller english hollywood"
46,How to Make an American Quilt,https://image.tmdb.org/t/p/w500/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,"How to Make an American Quilt is a drama, romance film from 1995.",,Drama|Romance,1995,6.1,English,128,Hollywood,"how to make an american quilt how to make an american quilt is a drama, romance film from 1995.  drama romance english hollywood"
47,Seven (a.k.a. Se7en),https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"Seven (a.k.a. Se7en) is a mystery, thriller film from 1995.",,Mystery|Thriller,1995,8.2,English,129,Hollywood,"seven a.k.a. se7en seven a.k.a. se7en is a mystery, thriller film from 1995.  mystery thriller english hollywood"
48,Pocahontas,https://image.tmdb.org/t/p/w500/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,"Pocahontas is an animation, family, drama film from 1995.",,Animation|Children|Drama|Musical|Romance,1995,6.3,English,130,Hollywood,"pocahontas pocahontas is an animation, family, drama film from 1995.  animation children drama musical romance english hollywood"
49,When Night Is Falling,https://image.tmdb.org/t/p/w500/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,"When Night Is Falling is a drama, romance film from 1995.",,Drama|Romance,1995,6.4,English,131,Hollywood,"when night is falling when night is falling is a drama, romance film from 1995.  drama romance english hollywood"
50,"Usual Suspects, The",https://image.tmdb.org/t/p/w500/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,"Usual Suspects, The is a crime, mystery, thriller film from 1995.",,Crime|Mystery|Thriller,1995,8.5,English,132,Hollywood,"usual suspects, the usual suspects, the is a crime, mystery, thriller film from 1995.  crime mystery thriller english hollywood"
52,Mighty Aphrodite,https://image.tmdb.org/t/p/w500/ice135yQZp4iX2SgCmd90nKgS5j.jpg,"Mighty Aphrodite is a comedy, drama, romance film from 1995.",,Comedy|Drama|Romance,1995,7.7,English,134,Hollywood,"mighty aphrodite mighty aphrodite is a comedy, drama, romance film from 1995.  comedy drama romance english hollywood"
53,Lamerica,https://image.tmdb.org/t/p/w500/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,"Lamerica is an adventure, drama film from 1994.",,Adventure|Drama,1994,9.9,English,135,Hollywood,"lamerica lamerica is an adventure, drama film from 1994.  adventure drama english hollywood"
54,"Big Green, The",https://image.tmdb.org/t/p/w500/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,"Big Green, The is a family, comedy film from 1995.",,Children|Comedy,1995,5.0,English,136,Hollywood,"big green, the big green, the is a family, comedy film from 1995.  children comedy english hollywood"
55,Georgia,https://image.tmdb.org/t/p/w500/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,Georgia is a drama film from 1995.,,Drama,1995,8.1,English,137,Hollywood,georgia georgia is a drama film from 1995.  drama english hollywood
57,Home for the Holidays,https://image.tmdb.org/t/p/w500/3zqlKdOttWyExzopVxglz50Vjxq.jpg,Home for the Holidays is a drama film from 1995.,,Drama,1995,6.3,English,139,Hollywood,home for the holidays home for the holidays is a drama film from 1995.  drama english hollywood
58,"Postman, The (Postino, Il)",https://image.tmdb.org/t/p/w500/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,"Postman, The (Postino, Il) is a comedy, drama, romance film from 1994.",,Comedy|Drama|Romance,1994,8.4,English,140,Hollywood,"postman, the postino, il postman, the postino, il is a comedy, drama, romance film from 1994.  comedy drama romance english hollywood"
60,"Indian in the Cupboard, The",https://image.tmdb.org/t/p/w500/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,"Indian in the Cupboard, The is an adventure, family, fantasy film from 1995.",,Adventure|Children|Fantasy,1995,6.6,English,142,Hollywood,"indian in the cupboard, the indian in the cupboard, the is an adventure, family, fantasy film from 1995.  adventure children fantasy english hollywood"
61,Eye for an Eye,https://image.tmdb.org/t/p/w500/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,"Eye for an Eye is a drama, thriller film from 1996.",,Drama|Thriller,1996,8.7,English,143,Hollywood,"eye for an eye eye for an eye is a drama, thriller film from 1996.  drama thriller english hollywood"
62,Mr. Holland's Opus,https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,Mr. Holland's Opus is a drama film from 1995.,,Drama,1995,7.8,English,144,Hollywood,mr. holland s opus mr. holland s opus is a drama film from 1995.  drama english hollywood
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood is a comedy, crime film from 1996.",,Comedy|Crime,1996,5.0,English,145,Hollywood,"don t be a menace to south central while drinking your juice in the hood don t be a menace to south central while drinking your juice in the hood is a comedy, crime film from 1996.  comedy crime english hollywood"
64,Two if by Sea,https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,"Two if by Sea is a comedy, romance film from 1996.",,Comedy|Romance,1996,4.1,English,146,Hollywood,"two if by sea two if by sea is a comedy, romance film from 1996.  comedy romance english hollywood"
65,Bio-Dome,https://image.tmdb.org/t/p/w500/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,Bio-Dome is a comedy film from 1996.,,Comedy,1996,5.2,English,147,Hollywood,bio-dome bio-dome is a comedy film from 1996.  comedy english hollywood
66,Lawnmower Man 2: Beyond Cyberspace,https://image.tmdb.org/t/p/w500/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,"Lawnmower Man 2: Beyond Cyberspace is an action, sci-fi, thriller film from 1996.",,Action|Sci-Fi|Thriller,1996,5.3,English,148,Hollywood,"lawnmower man 2 beyond cyberspace lawnmower man 2 beyond cyberspace is an action, sci-fi, thriller film from 1996.  action sci-fi thriller english hollywood"
68,French Twist (Gazon maudit),https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,"French Twist (Gazon maudit) is a comedy, romance film from 1995.",,Comedy|Romance,1995,7.5,English,150,Hollywood,"french twist gazon maudit french twist gazon maudit is a comedy, romance film from 1995.  comedy romance english hollywood"
69,Friday,https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg,Friday is a comedy film from 1995.,,Comedy,1995,8.6,English,151,Hollywood,friday friday is a comedy film from 1995.  comedy english hollywood
70,From Dusk Till Dawn,https://image.tmdb.org/t/p/w500/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,"From Dusk Till Dawn is an action, comedy, horror film from 1996.",,Action|Comedy|Horror|Thriller,1996,7.7,English,152,Hollywood,"from dusk till dawn from dusk till dawn is an action, comedy, horror film from 1996.  action comedy horror thriller english hollywood"
71,Fair Game,https://image.tmdb.org/t/p/w500/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,Fair Game is an action film from 1995.,,Action,1995,3.8,English,153,Hollywood,fair game fair game is an action film from 1995.  action english hollywood
72,Kicking and Screaming,https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg,"Kicking and Screaming is a comedy, drama film from 1995.",,Comedy|Drama,1995,6.0,English,154,Hollywood,"kicking and screaming kicking and screaming is a comedy, drama film from 1995.  comedy drama english hollywood"
73,"Misérables, Les",https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,"Misérables, Les is a drama, war film from 1995.",,Drama|War,1995,7.1,Other,155,Asian,"mis rables, les mis rables, les is a drama, war film from 1995.  drama war other asian"
74,Bed of Roses,https://image.tmdb.org/t/p/w500/zCXvHCEm8334d0d646ldDkXnKws.jpg,"Bed of Roses is a drama, romance film from 1996.",,Drama|Romance,1996,8.2,English,156,Hollywood,"bed of roses bed of roses is a drama, romance film from 1996.  drama romance english hollywood"
75,Big Bully,https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,"Big Bully is a comedy, drama film from 1996.",,Comedy|Drama,1996,4.3,English,157,Hollywood,"big bully big bully is a comedy, drama film from 1996.  comedy drama english hollywood"
76,Screamers,https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,"Screamers is an action, sci-fi, thriller film from 1995.",,Action|Sci-Fi|Thriller,1995,7.4,English,158,Hollywood,"screamers screamers is an action, sci-fi, thriller film from 1995.  action sci-fi thriller english hollywood"
77,Nico Icon,https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,Nico Icon is a documentary film from 1995.,,Documentary,1995,8.5,English,159,Hollywood,nico icon nico icon is a documentary film from 1995.  documentary english hollywood
78,"Crossing Guard, The",https://image.tmdb.org/t/p/w500/1WOfl9LN4gqpjwWZjGSHW8fCgSZ.jpg,"Crossing Guard, The is an action, crime, drama film from 1995.",,Action|Crime|Drama|Thriller,1995,7.6,English,82,Hollywood,"crossing guard, the crossing guard, the is an action, crime, drama film from 1995.  action crime drama thriller english hollywood"
79,"Juror, The",https://image.tmdb.org/t/p/w500/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,"Juror, The is a drama, thriller film from 1996.",,Drama|Thriller,1996,6.7,English,83,Hollywood,"juror, the juror, the is a drama, thriller film from 1996.  drama thriller english hollywood"
80,"White Balloon, The (Badkonake sefid)",https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,"White Balloon, The (Badkonake sefid) is a family, drama film from 1995.",,Children|Drama,1995,8.8,English,84,Hollywood,"white balloon, the badkonake sefid white balloon, the badkonake sefid is a family, drama film from 1995.  children drama english hollywood"
81,Things to Do in Denver When You're Dead,https://image.tmdb.org/t/p/w500/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,"Things to Do in Denver When You're Dead is a crime, drama, romance film from 1995.",,Crime|Drama|Romance,1995,6.0,English,85,Hollywood,"things to do in denver when you re dead things to do in denver when you re dead is a crime, drama, romance film from 1995.  crime drama romance english hollywood"
82,Antonia's Line (Antonia),https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,"Antonia's Line (Antonia) is a comedy, drama film from 1995.",,Comedy|Drama,1995,8.1,English,86,Hollywood,"antonia s line antonia antonia s line antonia is a comedy, drama film from 1995.  comedy drama english hollywood"
83,Once Upon a Time... When We Were Colored,https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,"Once Upon a Time... When We Were Colored is a drama, romance film from 1995.",,Drama|Romance,1995,6.2,English,87,Hollywood,"once upon a time... when we were colored once upon a time... when we were colored is a drama, romance film from 1995.  drama romance english hollywood"
85,Angels and Insects,https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,"Angels and Insects is a drama, romance film from 1995.",,Drama|Romance,1995,8.4,English,89,Hollywood,"angels and insects angels and insects is a drama, romance film from 1995.  drama romance english hollywood"
86,White Squall,https://image.tmdb.org/t/p/w500/5xF4qy44Lvv68glS7eHWH7laTqt.jpg,"White Squall is an action, adventure, drama film from 1996.",,Action|Adventure|Drama,1996,8.5,English,90,Hollywood,"white squall white squall is an action, adventure, drama film from 1996.  action adventure drama english hollywood"
87,Dunston Checks In,https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,"Dunston Checks In is a family, comedy film from 1996.",,Children|Comedy,1996,5.6,English,91,Hollywood,"dunston checks in dunston checks in is a family, comedy film from 1996.  children comedy english hollywood"
88,Black Sheep,https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,Black Sheep is a comedy film from 1996.,,Comedy,1996,6.7,English,92,Hollywood,black sheep black sheep is a comedy film from 1996.  comedy english hollywood
89,Nick of Time,https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,"Nick of Time is an action, thriller film from 1995.",,Action|Thriller,1995,6.8,English,93,Hollywood,"nick of time nick of time is an action, thriller film from 1995.  action thriller english hollywood"
92,Mary Reilly,https://image.tmdb.org/t/p/w500/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,"Mary Reilly is a drama, horror, thriller film from 1996.",,Drama|Horror|Thriller,1996,5.2,English,96,Hollywood,"mary reilly mary reilly is a drama, horror, thriller film from 1996.  drama horror thriller english hollywood"
93,Vampire in Brooklyn,https://image.tmdb.org/t/p/w500/fodPA5x3REtOwColG17CucreZqM.jpg,"Vampire in Brooklyn is a comedy, horror, romance film from 1995.",,Comedy|Horror|Romance,1995,6.3,English,97,Hollywood,"vampire in brooklyn vampire in brooklyn is a comedy, horror, romance film from 1995.  comedy horror romance english hollywood"
94,Beautiful Girls,https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,"Beautiful Girls is a comedy, drama, romance film from 1996.",,Comedy|Drama|Romance,1996,8.4,English,98,Hollywood,"beautiful girls beautiful girls is a comedy, drama, romance film from 1996.  comedy drama romance english hollywood"
95,Broken Arrow,https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg,"Broken Arrow is an action, adventure, thriller film from 1996.",,Action|Adventure|Thriller,1996,6.5,English,99,Hollywood,"broken arrow broken arrow is an action, adventure, thriller film from 1996.  action adventure thriller english hollywood"
96,In the Bleak Midwinter,https://image.tmdb.org/t/p/w500/eUrv3E65orbuPnFikjpjso4TVBN.jpg,"In the Bleak Midwinter is a comedy, drama film from 1995.",,Comedy|Drama,1995,7.6,English,100,Hollywood,"in the bleak midwinter in the bleak midwinter is a comedy, drama film from 1995.  comedy drama english hollywood"
97,"Hate (Haine, La)",https://image.tmdb.org/t/p/w500/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg,"Hate (Haine, La) is a crime, drama film from 1995.",,Crime|Drama,1995,8.7,English,101,Hollywood,"hate haine, la hate haine, la is a crime, drama film from 1995.  crime drama english hollywood"
99,Heidi Fleiss: Hollywood Madam,https://image.tmdb.org/t/p/w500/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,Heidi Fleiss: Hollywood Madam is a documentary film from 1995.,,Documentary,1995,10.0,English,103,Hollywood,heidi fleiss hollywood madam heidi fleiss hollywood madam is a documentary film from 1995.  documentary english hollywood
100,City Hall,https://image.tmdb.org/t/p/w500/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg,"City Hall is a drama, thriller film from 1996.",,Drama|Thriller,1996,6.1,English,104,Hollywood,"city hall city hall is a drama, thriller film from 1996.  drama thriller english hollywood"
