movie_id,title,poster,synopsis,cast,genre,release_year,rating,language,runtime,region
29,"City of Lost Children, The (Cité des enfants perdus, La)",https://image.tmdb.org/t/p/w500/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,"City of Lost Children, The (Cité des enfants perdus, La) is an adventure, drama, fantasy film from 1995.",,Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,8.2,Other,111,Asian
30,Shanghai Triad (Yao a yao yao dao waipo qiao),https://image.tmdb.org/t/p/w500/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,"Shanghai Triad (Yao a yao yao dao waipo qiao) is a crime, drama film from 1995.",,Crime|Drama,1995,6.3,English,112,Hollywood
31,Dangerous Minds,https://image.tmdb.org/t/p/w500/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,Dangerous Minds is a drama film from 1995.,,Drama,1995,6.4,English,113,Hollywood
32,Twelve Monkeys (a.k.a. 12 Monkeys),https://image.tmdb.org/t/p/w500/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,"Twelve Monkeys (a.k.a. 12 Monkeys) is a mystery, sci-fi, thriller film from 1995.",,Mystery|Sci-Fi|Thriller,1995,8.5,English,114,Hollywood
34,Babe,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,"Babe is a family, drama film from 1995.",,Children|Drama,1995,7.7,English,116,Hollywood
36,Dead Man Walking,https://image.tmdb.org/t/p/w500/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,"Dead Man Walking is a crime, drama film from 1995.",,Crime|Drama,1995,8.0,English,118,Hollywood
38,It Takes Two,https://image.tmdb.org/t/p/w500/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,"It Takes Two is a family, comedy film from 1995.",,Children|Comedy,1995,4.2,English,120,Hollywood
39,Clueless,https://image.tmdb.org/t/p/w500/u0z5cq6IZWJvYDhhhJl6Y9z2Q1R.jpg,"Clueless is a comedy, romance film from 1995.",,Comedy|Romance,1995,7.3,English,121,Hollywood
40,"Cry, the Beloved Country",https://image.tmdb.org/t/p/w500/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,"Cry, the Beloved Country is a drama film from 1995.",,Drama,1995,8.4,English,122,Hollywood
41,Richard III,https://image.tmdb.org/t/p/w500/cBg1AMH1ucPsDlNMfcHlrreQXQX.jpg,"Richard III is a drama, war film from 1995.",,Drama|War,1995,7.5,English,123,Hollywood
42,Dead Presidents,https://image.tmdb.org/t/p/w500/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,"Dead Presidents is an action, crime, drama film from 1995.",,Action|Crime|Drama,1995,6.6,English,124,Hollywood
43,Restoration,https://image.tmdb.org/t/p/w500/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,Restoration is a drama film from 1995.,,Drama,1995,6.7,English,125,Hollywood
44,Mortal Kombat,https://image.tmdb.org/t/p/w500/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,"Mortal Kombat is an action, adventure, fantasy film from 1995.",,Action|Adventure|Fantasy,1995,5.8,English,126,Hollywood
45,To Die For,https://image.tmdb.org/t/p/w500/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,"To Die For is a comedy, drama, thriller film from 1995.",,Comedy|Drama|Thriller,1995,7.0,English,127,Hollywood
46,How to Make an American Quilt,https://image.tmdb.org/t/p/w500/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,"How to Make an American Quilt is a drama, romance film from 1995.",,Drama|Romance,1995,6.1,English,128,Hollywood
47,Seven (a.k.a. Se7en),https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"Seven (a.k.a. Se7en) is a mystery, thriller film from 1995.",,Mystery|Thriller,1995,8.2,English,129,Hollywood
48,Pocahontas,https://image.tmdb.org/t/p/w500/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,"Pocahontas is an animation, family, drama film from 1995.",,Animation|Children|Drama|Musical|Romance,1995,6.3,English,130,Hollywood
49,When Night Is Falling,https://image.tmdb.org/t/p/w500/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,"When Night Is Falling is a drama, romance film from 1995.",,Drama|Romance,1995,6.4,English,131,Hollywood
50,"Usual Suspects, The",https://image.tmdb.org/t/p/w500/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,"Usual Suspects, The is a crime, mystery, thriller film from 1995.",,Crime|Mystery|Thriller,1995,8.5,English,132,Hollywood
52,Mighty Aphrodite,https://image.tmdb.org/t/p/w500/ice135yQZp4iX2SgCmd90nKgS5j.jpg,"Mighty Aphrodite is a comedy, drama, romance film from 1995.",,Comedy|Drama|Romance,1995,7.7,English,134,Hollywood
53,Lamerica,https://image.tmdb.org/t/p/w500/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,"Lamerica is an adventure, drama film from 1994.",,Adventure|Drama,1994,9.9,English,135,Hollywood
54,"Big Green, The",https://image.tmdb.org/t/p/w500/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,"Big Green, The is a family, comedy film from 1995.",,Children|Comedy,1995,5.0,English,136,Hollywood
55,Georgia,https://image.tmdb.org/t/p/w500/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,Georgia is a drama film from 1995.,,Drama,1995,8.1,English,137,Hollywood
57,Home for the Holidays,https://image.tmdb.org/t/p/w500/3zqlKdOttWyExzopVxglz50Vjxq.jpg,Home for the Holidays is a drama film from 1995.,,Drama,1995,6.3,English,139,Hollywood
58,"Postman, The (Postino, Il)",https://image.tmdb.org/t/p/w500/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,"Postman, The (Postino, Il) is a comedy, drama, romance film from 1994.",,Comedy|Drama|Romance,1994,8.4,English,140,Hollywood
60,"Indian in the Cupboard, The",https://image.tmdb.org/t/p/w500/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,"Indian in the Cupboard, The is an adventure, family, fantasy film from 1995.",,Adventure|Children|Fantasy,1995,6.6,English,142,Hollywood
61,Eye for an Eye,https://image.tmdb.org/t/p/w500/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,"Eye for an Eye is a drama, thriller film from 1996.",,Drama|Thriller,1996,8.7,English,143,Hollywood
62,Mr. Holland's Opus,https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,Mr. Holland's Opus is a drama film from 1995.,,Drama,1995,7.8,English,144,Hollywood
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood is a comedy, crime film from 1996.",,Comedy|Crime,1996,5.0,English,145,Hollywood
64,Two if by Sea,https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,"Two if by Sea is a comedy, romance film from 1996.",,Comedy|Romance,1996,4.1,English,146,Hollywood
65,Bio-Dome,https://image.tmdb.org/t/p/w500/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,Bio-Dome is a comedy film from 1996.,,Comedy,1996,5.2,English,147,Hollywood
66,Lawnmower Man 2: Beyond Cyberspace,https://image.tmdb.org/t/p/w500/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,"Lawnmower Man 2: Beyond Cyberspace is an action, sci-fi, thriller film from 1996.",,Action|Sci-Fi|Thriller,1996,5.3,English,148,Hollywood
68,French Twist (Gazon maudit),https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,"French Twist (Gazon maudit) is a comedy, romance film from 1995.",,Comedy|Romance,1995,7.5,English,150,Hollywood
69,Friday,https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg,Friday is a comedy film from 1995.,,Comedy,1995,8.6,English,151,Hollywood
70,From Dusk Till Dawn,https://image.tmdb.org/t/p/w500/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,"From Dusk Till Dawn is an action, comedy, horror film from 1996.",,Action|Comedy|Horror|Thriller,1996,7.7,English,152,Hollywood
71,Fair Game,https://image.tmdb.org/t/p/w500/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,Fair Game is an action film from 1995.,,Action,1995,3.8,English,153,Hollywood
72,Kicking and Screaming,https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg,"Kicking and Screaming is a comedy, drama film from 1995.",,Comedy|Drama,1995,6.0,English,154,Hollywood
73,"Misérables, Les",https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,"Misérables, Les is a drama, war film from 1995.",,Drama|War,1995,7.1,Other,155,Asian
74,Bed of Roses,https://image.tmdb.org/t/p/w500/zCXvHCEm8334d0d646ldDkXnKws.jpg,"Bed of Roses is a drama, romance film from 1996.",,Drama|Romance,1996,8.2,English,156,Hollywood
75,Big Bully,https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,"Big Bully is a comedy, drama film from 1996.",,Comedy|Drama,1996,4.3,English,157,Hollywood
76,Screamers,https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,"Screamers is an action, sci-fi, thriller film from 1995.",,Action|Sci-Fi|Thriller,1995,7.4,English,158,Hollywood
77,Nico Icon,https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,Nico Icon is a documentary film from 1995.,,Documentary,1995,8.5,English,159,Hollywood
78,"Crossing Guard, The",https://image.tmdb.org/t/p/w500/1WOfl9LN4gqpjwWZjGSHW8fCgSZ.jpg,"Crossing Guard, The is an action, crime, drama film from 1995.",,Action|Crime|Drama|Thriller,1995,7.6,English,82,Hollywood
79,"Juror, The",https://image.tmdb.org/t/p/w500/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,"Juror, The is a drama, thriller film from 1996.",,Drama|Thriller,1996,6.7,English,83,Hollywood
80,"White Balloon, The (Badkonake sefid)",https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,"White Balloon, The (Badkonake sefid) is a family, drama film from 1995.",,Children|Drama,1995,8.8,English,84,Hollywood
81,Things to Do in Denver When You're Dead,https://image.tmdb.org/t/p/w500/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,"Things to Do in Denver When You're Dead is a crime, drama, romance film from 1995.",,Crime|Drama|Romance,1995,6.0,English,85,Hollywood
82,Antonia's Line (Antonia),https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,"Antonia's Line (Antonia) is a comedy, drama film from 1995.",,Comedy|Drama,1995,8.1,English,86,Hollywood
83,Once Upon a Time... When We Were Colored,https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,"Once Upon a Time... When We Were Colored is a drama, romance film from 1995.",,Drama|Romance,1995,6.2,English,87,Hollywood
85,Angels and Insects,https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,"Angels and Insects is a drama, romance film from 1995.",,Drama|Romance,1995,8.4,English,89,Hollywood
86,White Squall,https://image.tmdb.org/t/p/w500/5xF4qy44Lvv68glS7eHWH7laTqt.jpg,"White Squall is an action, adventure, drama film from 1996.",,Action|Adventure|Drama,1996,8.5,English,90,Hollywood
87,Dunston Checks In,https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,"Dunston Checks In is a family, comedy film from 1996.",,Children|Comedy,1996,5.6,English,91,Hollywood
88,Black Sheep,https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,Black Sheep is a comedy film from 1996.,,Comedy,1996,6.7,English,92,Hollywood
89,Nick of Time,https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,"Nick of Time is an action, thriller film from 1995.",,Action|Thriller,1995,6.8,English,93,Hollywood
92,Mary Reilly,https://image.tmdb.org/t/p/w500/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,"Mary Reilly is a drama, horror, thriller film from 1996.",,Drama|Horror|Thriller,1996,5.2,English,96,Hollywood
93,Vampire in Brooklyn,https://image.tmdb.org/t/p/w500/fodPA5x3REtOwColG17CucreZqM.jpg,"Vampire in Brooklyn is a comedy, horror, romance film from 1995.",,Comedy|Horror|Romance,1995,6.3,English,97,Hollywood
94,Beautiful Girls,https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,"Beautiful Girls is a comedy, drama, romance film from 1996.",,Comedy|Drama|Romance,1996,8.4,English,98,Hollywood
95,Broken Arrow,https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg,"Broken Arrow is an action, adventure, thriller film from 1996.",,Action|Adventure|Thriller,1996,6.5,English,99,Hollywood
96,In the Bleak Midwinter,https://image.tmdb.org/t/p/w500/eUrv3E65orbuPnFikjpjso4TVBN.jpg,"In the Bleak Midwinter is a comedy, drama film from 1995.",,Comedy|Drama,1995,7.6,English,100,Hollywood
97,"Hate (Haine, La)",https://image.tmdb.org/t/p/w500/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg,"Hate (Haine, La) is a crime, drama film from 1995.",,Crime|Drama,1995,8.7,English,101,Hollywood
99,Heidi Fleiss: Hollywood Madam,https://image.tmdb.org/t/p/w500/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,Heidi Fleiss: Hollywood Madam is a documentary film from 1995.,,Documentary,1995,10.0,English,103,Hollywood
100,City Hall,https://image.tmdb.org/t/p/w500/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg,"City Hall is a drama, thriller film from 1996.",,Drama|Thriller,1996,6.1,English,104,Hollywood
101,Bottle Rocket,https://image.tmdb.org/t/p/w500/wOPiNYt9V3Cbr9Izeddwj7nU8RT.jpg,"Bottle Rocket is an adventure, comedy, crime film from 1996.",,Adventure|Comedy|Crime|Romance,1996,8.2,English,105,Hollywood
102,Mr. Wrong,https://image.tmdb.org/t/p/w500/csSkKS6rcGjG8jjpwKZPVCD7Kiq.jpg,Mr. Wrong is a comedy film from 1996.,,Comedy,1996,5.3,English,106,Hollywood
103,Unforgettable,https://image.tmdb.org/t/p/w500/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,"Unforgettable is a mystery, sci-fi, thriller film from 1996.",,Mystery|Sci-Fi|Thriller,1996,6.4,English,107,Hollywood
104,Happy Gilmore,https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,Happy Gilmore is a comedy film from 1996.,,Comedy,1996,7.5,English,108,Hollywood
105,"Bridges of Madison County, The",https://image.tmdb.org/t/p/w500/aCBrhOQjhG397GLkEZ49zReQEKX.jpg,"Bridges of Madison County, The is a drama, romance film from 1995.",,Drama|Romance,1995,7.6,English,109,Hollywood
106,Nobody Loves Me (Keiner liebt mich),https://image.tmdb.org/t/p/w500/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg,"Nobody Loves Me (Keiner liebt mich) is a comedy, drama film from 1994.",,Comedy|Drama,1994,8.7,English,110,Hollywood
107,Muppet Treasure Island,https://image.tmdb.org/t/p/w500/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,"Muppet Treasure Island is an adventure, family, comedy film from 1996.",,Adventure|Children|Comedy|Musical,1996,7.8,English,111,Hollywood
108,Catwalk,https://image.tmdb.org/t/p/w500/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg,Catwalk is a documentary film from 1996.,,Documentary,1996,8.0,English,112,Hollywood
110,Braveheart,https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg,"Braveheart is an action, drama, war film from 1995.",,Action|Drama|War,1995,8.2,English,114,Hollywood
111,Taxi Driver,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,"Taxi Driver is a crime, drama, thriller film from 1976.",,Crime|Drama|Thriller,1976,8.3,English,115,Hollywood
112,Rumble in the Bronx (Hont faan kui),https://image.tmdb.org/t/p/w500/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,"Rumble in the Bronx (Hont faan kui) is an action, adventure, comedy film from 1995.",,Action|Adventure|Comedy|Crime,1995,7.4,English,116,Hollywood
113,Before and After,https://image.tmdb.org/t/p/w500/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,"Before and After is a drama, mystery film from 1996.",,Drama|Mystery,1996,7.5,English,117,Hollywood
116,Anne Frank Remembered,https://image.tmdb.org/t/p/w500/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,Anne Frank Remembered is a documentary film from 1995.,,Documentary,1995,8.8,English,120,Hollywood
117,"Young Poisoner's Handbook, The",https://image.tmdb.org/t/p/w500/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,"Young Poisoner's Handbook, The is a crime, drama film from 1995.",,Crime|Drama,1995,6.0,English,121,Hollywood
118,If Lucy Fell,https://image.tmdb.org/t/p/w500/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg,"If Lucy Fell is a comedy, romance film from 1996.",,Comedy|Romance,1996,5.1,English,122,Hollywood
119,"Steal Big, Steal Little",https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,"Steal Big, Steal Little is a comedy film from 1995.",,Comedy,1995,6.2,English,123,Hollywood
121,"Boys of St. Vincent, The",https://image.tmdb.org/t/p/w500/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg,"Boys of St. Vincent, The is a drama film from 1992.",,Drama,1992,8.4,English,125,Hollywood
122,Boomerang,https://image.tmdb.org/t/p/w500/apwkBVaJqLuK6mxe6sOABCeNjRw.jpg,"Boomerang is a comedy, romance film from 1992.",,Comedy|Romance,1992,5.5,English,126,Hollywood
123,Chungking Express (Chung Hing sam lam),https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,"Chungking Express (Chung Hing sam lam) is a drama, mystery, romance film from 1994.",,Drama|Mystery|Romance,1994,9.6,English,127,Hollywood
125,Flirting With Disaster,https://image.tmdb.org/t/p/w500/uIcgXQYm2eqguUaYdbolQ4LWpMy.jpg,Flirting With Disaster is a comedy film from 1996.,,Comedy,1996,7.8,English,129,Hollywood
126,"NeverEnding Story III, The",https://image.tmdb.org/t/p/w500/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,"NeverEnding Story III, The is an adventure, family, fantasy film from 1994.",,Adventure|Children|Fantasy,1994,4.0,English,130,Hollywood
128,Jupiter's Wife,https://image.tmdb.org/t/p/w500/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg,Jupiter's Wife is a documentary film from 1994.,,Documentary,1994,6.2,English,132,Hollywood
129,Pie in the Sky,https://image.tmdb.org/t/p/w500/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,"Pie in the Sky is a comedy, romance film from 1996.",,Comedy|Romance,1996,4.3,English,133,Hollywood
132,Jade,https://image.tmdb.org/t/p/w500/8KWiZKDYpAgh8n27lanvTuDquyX.jpg,Jade is a thriller film from 1995.,,Thriller,1995,6.6,English,136,Hollywood
135,Down Periscope,https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg,Down Periscope is a comedy film from 1996.,,Comedy,1996,6.0,English,139,Hollywood
137,Man of the Year,https://image.tmdb.org/t/p/w500/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,Man of the Year is a documentary film from 1995.,,Documentary,1995,6.2,English,141,Hollywood
140,Up Close and Personal,https://image.tmdb.org/t/p/w500/zF67qcf7skMHLpXnifodinUqCFr.jpg,"Up Close and Personal is a drama, romance film from 1996.",,Drama|Romance,1996,7.5,English,144,Hollywood
141,"Birdcage, The",https://image.tmdb.org/t/p/w500/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg,"Birdcage, The is a comedy film from 1996.",,Comedy,1996,7.6,English,145,Hollywood
144,"Brothers McMullen, The",https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg,"Brothers McMullen, The is a comedy film from 1995.",,Comedy,1995,7.0,English,148,Hollywood
145,Bad Boys,https://image.tmdb.org/t/p/w500/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,"Bad Boys is an action, comedy, crime film from 1995.",,Action|Comedy|Crime|Drama|Thriller,1995,6.1,English,149,Hollywood
146,"Amazing Panda Adventure, The",https://image.tmdb.org/t/p/w500/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,"Amazing Panda Adventure, The is an adventure, family film from 1995.",,Adventure|Children,1995,7.2,English,150,Hollywood
147,"Basketball Diaries, The",https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,"Basketball Diaries, The is a drama film from 1995.",,Drama,1995,7.3,English,151,Hollywood
148,"Awfully Big Adventure, An",https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,"Awfully Big Adventure, An is a drama film from 1995.",,Drama,1995,9.9,English,152,Hollywood
